City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Lavumisa,SZ,-27.31,31.892,68.92,97,98,4.94,light rain
463,Brigantine,US,39.4101,-74.3646,36.01,93,100,11.5,snow
464,Mahanoro,MG,-19.9,48.8,75.69,94,100,27.25,moderate rain
465,Bilma,NE,18.6853,12.9164,56.28,23,3,5.64,clear sky
466,Baoshan,CN,46.5586,131.4244,4.93,70,17,10.29,few clouds
467,Pangody,RU,65.85,74.4859,9.59,96,100,6.53,overcast clouds
468,Auki,SB,-8.7676,160.7034,84.67,73,100,7.83,overcast clouds
469,Yar-Sale,RU,66.8333,70.8333,-1.53,100,90,5.66,overcast clouds
470,Prestea,GH,5.4327,-2.1428,74.37,90,24,0.69,few clouds
471,Alekseyevskaya,RU,50.2896,42.1845,9.39,97,82,5.48,broken clouds
472,Makakilo City,US,21.3469,-158.0858,77.32,63,75,6.91,broken clouds
473,Sinop,TR,41.7711,34.8709,20.17,83,68,9.48,broken clouds
474,Quatre Cocos,MU,-20.2078,57.7625,80.1,86,99,19.28,light rain
475,Camacha,PT,33.0833,-16.3333,60.22,94,20,4.61,few clouds
476,Mariental,NA,-24.6333,17.9667,73.4,35,16,9.89,few clouds
477,Mastic Beach,US,40.7668,-72.8521,33.04,89,100,1.99,snow
478,Peniche,PT,39.3558,-9.3811,54.63,75,93,13.38,overcast clouds
479,Sainte-Thecle,CA,46.8168,-72.4991,7.39,93,100,4.72,overcast clouds
480,Tokmak,UA,47.2514,35.7058,24.3,86,97,8.08,overcast clouds
481,Nyurba,RU,63.2842,118.3319,-14.53,96,95,2.19,overcast clouds
482,Hefei,CN,31.8639,117.2808,41.23,56,4,11.16,clear sky
483,Sabya,SA,17.1495,42.6254,77.7,77,0,7.67,clear sky
484,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,81.39,61,3,6.73,clear sky
485,Bayanday,RU,53.0661,105.5139,7.09,89,100,2.98,overcast clouds
486,Gurbanesti,RO,44.3833,26.7,36.5,69,1,7.54,clear sky
487,Baruun-Urt,MN,46.6806,113.2792,7.05,75,49,9.46,scattered clouds
488,Half Moon Bay,US,37.4636,-122.4286,56.91,64,0,3.44,clear sky
489,Totma,RU,59.9747,42.7642,-14.91,100,100,2.86,overcast clouds
490,Saint-Pierre,RE,-21.3393,55.4781,80.28,74,100,8.05,overcast clouds
491,Agaro,ET,7.85,36.65,65.01,56,100,1.05,overcast clouds
492,Aneho,TG,6.2333,1.6,78.57,81,0,8.01,clear sky
493,Moussoro,TD,13.6408,16.4901,59.86,24,4,18.92,clear sky
494,Marsh Harbour,BS,26.5412,-77.0636,73.06,64,0,10.45,clear sky
495,Kindu,CD,-2.95,25.95,67.77,99,100,3.06,overcast clouds
496,Pitimbu,BR,-7.4706,-34.8086,79.39,71,5,9.15,clear sky
497,Odessa,UA,46.4775,30.7326,33.73,86,0,8.95,clear sky
498,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,8.26,97,100,5.37,light snow
499,Chodziez,PL,52.995,16.9198,37.42,94,100,19.13,overcast clouds
500,Mitu,CO,1.1983,-70.1733,71.08,98,100,1.05,heavy intensity rain
501,Manggar,ID,-2.8833,108.2667,82.63,71,100,5.39,moderate rain
502,Hue,VN,16.4667,107.6,62.71,100,75,5.75,mist
503,Richards Bay,ZA,-28.783,32.0377,71.51,93,100,15.86,heavy intensity rain
504,Teeli,RU,51.0333,90.2333,-12.53,89,15,0.51,few clouds
505,Gwembe,ZM,-16.4975,27.6069,61.41,94,99,4.92,overcast clouds
506,Taoudenni,ML,22.6783,-3.9836,63.3,15,24,9.44,few clouds
507,Thabazimbi,ZA,-24.5917,27.4116,67.21,90,100,4.36,overcast clouds
508,Tisovec,SK,48.6774,19.9436,40.87,95,100,3.13,overcast clouds
509,Urubicha,BO,-15.3833,-62.95,72.19,97,89,2.84,light rain
510,Atkinson,US,42.8384,-71.147,24.62,88,100,1.01,overcast clouds
511,Santa Cruz De La Palma,ES,28.6835,-17.7642,62.13,72,0,5.75,clear sky
512,Tazovskiy,RU,67.4667,78.7,6.55,96,100,7.02,overcast clouds
513,Lokoja,NG,7.8024,6.743,74.03,18,0,2.86,clear sky
514,Bhola,BD,22.6833,90.65,67.69,82,40,5.91,scattered clouds
515,Ayan,RU,56.45,138.1667,-0.89,66,52,14.16,broken clouds
516,Aiquile,BO,-18.2041,-65.1807,59.63,93,100,1.01,overcast clouds
517,Sipoo,FI,60.3775,25.2691,30.85,77,75,19.57,snow
518,Severo-Yeniseyskiy,RU,60.3725,93.0408,14.79,92,100,9.42,overcast clouds
519,Charters Towers,AU,-20.1,146.2667,87.03,42,14,11.83,few clouds
520,Ceglie Messapica,IT,40.6439,17.5155,45.18,92,41,1.97,scattered clouds
521,Palm Coast,US,29.585,-81.2078,73.0,72,75,1.99,broken clouds
522,Pavlodar,KZ,52.3,76.95,-2.4,78,0,11.18,clear sky
523,Sakaiminato,JP,35.55,133.2333,35.58,75,75,10.36,broken clouds
524,Khonsa,IN,27.0167,95.5667,50.43,98,100,2.24,overcast clouds
525,Paks,HU,46.6265,18.8596,42.35,89,97,5.79,overcast clouds
526,Areia Branca,BR,-4.9561,-37.1369,79.27,75,57,13.96,broken clouds
527,Ocos,GT,14.5094,-92.1933,82.31,72,4,2.89,clear sky
528,Nuevo Ideal,MX,24.8875,-105.0728,38.84,55,0,3.22,clear sky
529,Ordu,TR,40.9086,37.6845,21.7,83,77,5.3,broken clouds
530,Cleveland,US,41.4995,-81.6954,19.27,85,100,14.97,overcast clouds
531,Nabire,ID,-3.3667,135.4833,86.45,64,100,6.15,overcast clouds
532,Hays,US,30.0502,-98.0336,32.09,80,6,7.0,clear sky
533,Goderich,CA,43.7501,-81.7165,11.91,78,100,5.75,overcast clouds
534,Sunrise Manor,US,36.2111,-115.0731,51.06,25,0,0.0,clear sky
535,Krasnovishersk,RU,60.4078,57.082,12.42,94,100,3.13,overcast clouds
536,Port Hardy,CA,50.6996,-127.4199,45.75,93,100,6.91,light rain
537,Rabo De Peixe,PT,37.8,-25.5833,58.28,85,75,8.05,broken clouds
538,Okahandja,NA,-21.9833,16.9167,69.84,66,68,6.08,broken clouds
539,Rawson,AR,-43.3002,-65.1023,58.64,59,80,17.83,broken clouds
540,Ahuimanu,US,21.4447,-157.8378,80.31,65,100,1.99,overcast clouds
541,Roseburg,US,43.2165,-123.3417,47.37,80,100,0.0,overcast clouds
542,Shwebo,MM,22.5667,95.7,69.17,43,91,3.47,overcast clouds
543,Yilan,TW,24.757,121.753,61.36,99,100,5.08,overcast clouds
544,Emba,KZ,48.8264,58.1442,25.2,86,100,17.4,overcast clouds
545,Broome,US,42.2506,-75.833,16.7,89,100,3.0,overcast clouds
546,Jasper,US,37.2001,-94.3502,22.91,59,0,1.01,clear sky
547,Dustlik,UZ,40.5247,68.0358,40.42,29,0,23.06,clear sky
548,Nong Khai,TH,17.9167,103.0833,76.03,47,72,7.92,broken clouds
549,Vryburg,ZA,-26.9566,24.7284,62.73,87,4,6.8,clear sky
550,Belle Fourche,US,44.6714,-103.8522,44.11,76,8,4.5,clear sky
551,Gaujani,RO,43.7333,25.7,34.83,65,8,4.36,clear sky
552,Yatou,CN,37.15,122.3833,30.02,39,78,16.44,broken clouds
553,Geraldton,AU,-28.7667,114.6,108.01,8,0,12.66,clear sky
554,Kenai,US,60.5544,-151.2583,25.14,93,100,3.44,mist
555,Nemuro,JP,43.3236,145.575,27.03,63,6,15.55,clear sky
556,Keetmanshoop,NA,-26.5833,18.1333,77.74,37,9,8.55,clear sky
557,Manica,FR,49.0,-1.1667,38.61,94,64,3.27,broken clouds
558,Gimli,CA,50.6336,-96.9907,-10.57,77,100,6.91,overcast clouds
559,Akyab,MM,20.15,92.9,72.99,62,15,2.53,few clouds
560,Jaque,PA,7.5175,-78.1703,77.97,83,11,5.46,few clouds
561,Moose Factory,CA,51.2585,-80.6094,-13.25,98,100,3.58,overcast clouds
562,Careiro Da Varzea,BR,-3.2003,-59.8119,75.81,94,100,2.44,light rain
563,Santa Ana,US,33.7456,-117.8678,64.62,25,20,5.99,few clouds
564,Alnashi,RU,56.1874,52.4792,21.0,98,100,4.21,overcast clouds
565,Tuatapere,NZ,-46.1333,167.6833,59.83,53,24,8.99,few clouds
566,Coihaique,CL,-45.5752,-72.0662,57.15,72,0,3.44,clear sky
567,Yuzhno-Kurilsk,RU,44.0306,145.8556,25.32,70,66,17.43,broken clouds
568,Qui Nhon,VN,13.7667,109.2333,74.86,84,82,19.15,broken clouds
569,Obidos,BR,-1.9175,-55.5181,74.01,92,91,2.17,overcast clouds
570,Ust-Kuyga,RU,70.0167,135.6,-34.35,100,99,4.74,overcast clouds
571,Maloy,NO,61.9353,5.1136,38.93,74,98,8.01,overcast clouds
572,Nueva Granada,CO,9.8017,-74.393,78.67,72,28,6.31,scattered clouds
573,Nouadhibou,MR,20.931,-17.0347,66.04,67,4,13.24,clear sky
574,Luanda,AO,-8.8368,13.2343,75.2,83,75,6.91,broken clouds
575,Isangel,VU,-19.55,169.2667,75.31,94,100,4.61,light rain
576,Hambantota,LK,6.1241,81.1185,77.41,76,81,7.81,broken clouds
577,Bull Savanna,JM,17.8868,-77.5902,72.25,83,9,4.83,clear sky
578,Guarapari,BR,-20.6667,-40.4975,73.29,88,100,10.85,overcast clouds
579,Gaya,IN,24.7833,85.0,57.11,88,1,6.91,mist
580,Mayumba,GA,-3.432,10.6554,75.65,83,100,1.05,overcast clouds
581,Trofors,NO,65.5333,13.4063,36.75,94,100,7.76,light rain
582,Tabas,IR,33.5959,56.9244,54.27,50,77,7.65,broken clouds
583,Kui Buri,TH,12.0828,99.8543,80.6,78,38,7.25,light rain
584,Bonavista,CA,48.6499,-53.1147,29.12,94,100,22.66,snow
585,Coahuayana,MX,18.7333,-103.6833,68.18,79,3,3.0,clear sky
586,Gusau,NG,12.1628,6.6614,62.42,15,0,14.23,clear sky
587,Dickinson,US,29.4608,-95.0513,35.2,79,100,7.0,overcast clouds
588,Araripina,BR,-7.5761,-40.4983,71.44,61,36,4.63,scattered clouds
589,Vila Velha,BR,-20.3297,-40.2925,73.35,96,20,3.44,few clouds
590,Morehead,US,37.2711,-87.1764,19.15,93,0,0.0,clear sky
591,Nexo,DK,55.0607,15.1306,39.29,83,100,26.53,overcast clouds
592,Celestun,MX,20.8667,-90.4,74.21,89,8,19.06,clear sky
593,The Valley,AI,18.217,-63.0578,73.09,77,100,16.06,overcast clouds
594,Merrill,US,45.1805,-89.6835,2.97,89,0,0.0,clear sky
595,Preobrazheniye,RU,42.9019,133.9064,13.71,42,4,7.99,clear sky
596,Islahiye,TR,37.025,36.6306,33.58,81,3,4.14,clear sky
597,Pinyug,RU,60.251,47.7842,-6.84,100,100,4.68,overcast clouds
598,Merauke,ID,-8.4667,140.3333,85.91,69,53,14.47,broken clouds
599,Mantua,IT,45.1667,10.7833,45.72,90,100,1.01,overcast clouds
600,Mehamn,NO,71.0357,27.8492,19.44,83,100,28.9,overcast clouds
601,Lorengau,PG,-2.0226,147.2712,85.17,63,98,8.79,overcast clouds
602,Sola,VU,-13.8833,167.55,82.54,77,100,21.34,overcast clouds
603,Sicamous,CA,50.8331,-118.9856,34.29,98,100,2.84,overcast clouds
604,Ust-Nera,RU,64.5667,143.2,-11.61,82,61,1.07,broken clouds
605,Plouzane,FR,48.3833,-4.6167,44.65,84,20,4.61,few clouds
606,Humaita,BR,-7.5061,-63.0208,73.47,98,100,2.21,moderate rain
607,Roebourne,AU,-20.7833,117.1333,92.39,54,65,17.45,broken clouds
608,Talaya,RU,61.3833,152.75,-24.83,95,56,2.28,broken clouds
609,Cabedelo,BR,-6.9811,-34.8339,79.47,76,7,10.27,clear sky
610,Aloleng,PH,16.1307,119.7824,83.77,59,55,7.27,broken clouds
611,Eureka,US,40.8021,-124.1637,47.25,86,100,1.01,overcast clouds
612,Envira,BR,-7.3,-70.2167,71.64,99,100,2.33,overcast clouds
613,Evensk,RU,61.95,159.2333,15.49,53,2,14.94,clear sky
614,Tobolsk,RU,58.2,68.2667,18.16,95,100,5.44,overcast clouds
615,Baykalovo,RU,57.3981,63.7684,21.24,92,100,7.49,overcast clouds
616,Dicabisagan,PH,17.0818,122.4157,75.29,85,98,11.03,overcast clouds
617,San Nicolas,PH,18.1725,120.5953,87.94,58,20,16.11,few clouds
618,Yantal,RU,56.8471,105.2542,12.15,92,100,5.37,overcast clouds
619,Calvinia,ZA,-31.4707,19.776,70.32,51,72,9.98,broken clouds
620,Waiouru,NZ,-39.4833,175.6667,66.99,70,99,2.53,light rain
621,Suicheng,CN,33.8963,117.9331,37.36,20,2,6.26,clear sky
622,Parabel,RU,58.6978,81.4825,20.62,90,100,11.86,overcast clouds
623,Davila,PH,18.4726,120.5763,84.18,76,40,26.49,scattered clouds
624,Nova Olimpia,BR,-14.7972,-57.2881,73.54,90,100,3.4,overcast clouds
625,Esik,KZ,43.3552,77.4525,17.02,54,0,8.08,clear sky
626,Porto Empedocle,IT,37.2934,13.5264,51.89,78,2,3.29,clear sky
627,Linxia,CN,35.6003,103.2064,19.96,86,100,4.5,light snow
628,Pangai,TO,-19.8,-174.35,77.11,88,100,8.05,overcast clouds
629,Iracoubo,GF,5.4802,-53.2011,76.14,89,99,8.55,overcast clouds
630,Jimani,DO,18.4917,-71.8502,75.09,81,26,3.58,scattered clouds
631,Pascagoula,US,30.3658,-88.5561,37.42,90,100,16.11,overcast clouds
632,Sakakah,SA,29.9697,40.2064,44.17,70,4,11.3,clear sky
633,Masuguru,TZ,-11.3667,38.4167,71.98,94,100,5.17,light rain
634,Iranshahr,IR,27.2025,60.6848,48.54,29,0,4.61,clear sky
635,Winnemucca,US,40.973,-117.7357,39.11,48,0,5.75,clear sky
636,Chaihe,CN,44.7667,129.7,6.06,67,88,13.73,overcast clouds
637,Morondava,MG,-20.2833,44.2833,79.18,70,86,6.22,overcast clouds
638,Vanimo,PG,-2.6741,141.3028,85.8,68,53,9.28,broken clouds
639,San Rafael,AR,-34.6177,-68.3301,62.76,67,51,5.86,broken clouds
640,Marshfield,US,44.6689,-90.1718,4.44,78,20,4.61,few clouds
641,Japura,ID,-0.3167,102.35,82.38,73,100,2.55,moderate rain
642,Pringsewu,ID,-5.3582,104.9744,72.88,98,100,1.54,overcast clouds
643,Shetpe,KZ,44.1667,52.1167,35.06,96,100,10.94,overcast clouds
644,Tarko-Sale,RU,64.9225,77.785,13.17,95,100,12.86,light snow
645,Brabova,RO,44.3667,23.4333,28.63,66,0,3.38,clear sky
646,Sur,OM,22.5667,59.5289,68.77,48,9,8.57,clear sky
647,Pijijiapan,MX,15.7011,-93.23,75.47,61,1,15.97,clear sky
648,Voslobeni,RO,46.65,25.6333,15.01,91,57,2.55,broken clouds
649,Cozumel,MX,20.5083,-86.9458,75.99,89,0,1.99,clear sky
650,Alofi,NU,-19.0595,-169.9187,76.89,94,100,5.75,overcast clouds
651,Hay River,CA,60.8156,-115.7999,-13.02,77,75,6.91,broken clouds
652,Yashkul,RU,46.1711,45.3435,33.46,83,100,12.41,light snow
653,Xichang,CN,27.8964,102.2634,50.86,61,12,3.0,few clouds
654,Bijar,IR,35.8668,47.6051,23.58,84,100,11.3,overcast clouds
655,Shihezi,CN,44.3,86.0333,3.87,94,96,2.44,overcast clouds
656,Mareeba,AU,-17.0,145.4333,83.66,84,99,3.4,overcast clouds
657,Garowe,SO,8.4054,48.4845,60.24,60,9,6.58,clear sky
658,Hukuntsi,BW,-24.0,21.75,69.21,73,71,8.57,light rain
659,Wattegama,LK,6.7989,81.4808,77.29,70,77,2.75,broken clouds
660,Hostotipaquillo,MX,21.0667,-104.0667,69.85,56,42,3.8,scattered clouds
661,Kawambwa,ZM,-9.7915,29.0791,58.5,97,100,2.64,overcast clouds
662,Dunedin,NZ,-45.8742,170.5036,56.41,59,84,5.93,broken clouds
663,Malindi,KE,-3.2175,40.1191,75.42,89,54,2.66,broken clouds
664,Tagusao,PH,9.1924,117.8141,81.66,74,97,8.66,overcast clouds
665,Muncar,ID,-8.4333,114.3333,83.66,67,93,2.13,overcast clouds
666,Martapura,ID,-3.4167,114.85,86.09,70,40,3.44,scattered clouds
667,Summerland,CA,49.5998,-119.6691,36.09,75,95,10.36,overcast clouds
668,Magadan,RU,59.5667,150.8,6.42,69,10,9.91,clear sky
669,Zarya,RU,55.7553,38.0958,16.29,100,89,3.29,overcast clouds
670,Vidim,RU,56.4088,103.1106,13.69,94,100,7.09,overcast clouds
671,Holland,US,42.7875,-86.1089,17.56,87,100,4.61,fog
672,Sivas,TR,39.7916,37.0019,20.03,93,75,5.75,broken clouds
673,Wufeng,CN,27.45,104.8333,33.44,91,100,2.59,overcast clouds
674,Fort Nelson,CA,58.8053,-122.7002,-9.81,70,100,3.44,light snow
675,Aras,ES,42.5617,-2.356,42.73,87,100,8.05,overcast clouds
676,Mwene-Ditu,CD,-7.0,23.45,63.23,97,100,1.03,overcast clouds
677,Gursu,TR,40.2188,29.1949,22.66,60,0,3.31,clear sky
678,Ponta Delgada,PT,37.7333,-25.6667,58.5,72,40,8.05,scattered clouds
679,Churapcha,RU,62.0025,132.4325,-23.44,94,99,4.0,overcast clouds
680,Illapel,CL,-31.6308,-71.1653,69.48,59,0,2.21,clear sky
681,Bolshaya Rechka,RU,51.9503,104.7355,-1.93,72,95,1.99,overcast clouds
682,Kibala,TD,9.1104,18.3463,66.15,27,0,0.0,clear sky
683,Port Macquarie,AU,-31.4333,152.9167,73.89,58,91,14.41,overcast clouds
684,Maceio,BR,-9.6658,-35.7353,74.64,88,20,3.44,few clouds
685,Warrington,GB,53.3925,-2.5802,42.46,84,20,5.01,few clouds
686,Bentiu,SS,9.2333,29.8333,70.2,19,75,6.78,broken clouds
687,Abu Dhabi,AE,24.4667,54.3667,62.62,88,2,5.75,clear sky
688,Satipo,PE,-11.2522,-74.6386,69.51,97,61,2.15,broken clouds
689,Rognan,NO,67.0953,15.3878,28.54,86,98,12.15,overcast clouds
690,Vrangel,RU,42.7297,133.0839,13.46,49,6,18.28,clear sky
691,Marquette,US,46.5333,-87.6335,7.34,69,79,7.11,broken clouds
692,Pisco,PE,-13.7,-76.2167,66.25,82,0,8.05,clear sky
693,Asyut,EG,27.181,31.1837,47.8,67,5,8.34,clear sky
694,Batemans Bay,AU,-35.7167,150.1833,73.2,57,70,12.19,broken clouds
